work_id,mp_id,state,district,ia_id,category,scale,unit,latitude,longitude,recommended_date,recommended_amount,sanction_date,sanctioned_amount,expected_duration_days,status,completion_date,work_description
W00123,MP001,West Bengal,Malda,IA021,Community Hall,1.0,unit,17.23653,82.88704,2025-08-04,3799030.35,2025-08-24,3734489.2,240,Completed,2026-05-10,Community Hall at Malda constituency site 25
W00124,MP021,West Bengal,Howrah,IA009,School Building Renovation,1.75,unit,21.94169,72.66168,2023-10-18,2603373.57,2023-11-10,2608677.67,200,Completed,2024-03-04,School Building Renovation at Howrah constituency site 26
W00125,MP010,Bihar,Gaya,IA036,School Building Renovation,1.64,unit,23.44138,73.10854,2025-02-11,1511141.22,2025-04-11,1386486.76,200,Completed,2025-12-20,School Building Renovation at Gaya constituency site 27
W00126,MP015,West Bengal,Malda,IA030,Health Sub-Centre Upgrade,1.0,unit,17.41528,82.8114,2024-09-04,1706629.16,2024-10-06,1756879.82,210,Completed,2025-03-14,Health Sub-Centre Upgrade at Malda constituency site 28
W00127,MP012,Uttar Pradesh,Varanasi,IA057,Street Lighting (per 50 units),3.67,batch,26.44899,84.70864,2025-11-11,2423941.15,2025-11-27,2416308.78,90,Completed,2026-01-15,Street Lighting (per 50 units) at Varanasi constituency site 29
W00128,MP028,Tamil Nadu,Madurai,IA044,Community Hall,1.0,unit,26.47154,77.7268,2023-10-03,3195776.14,2023-11-13,3160737.37,240,Completed,2024-05-27,Community Hall at Madurai constituency site 30
W00129,MP016,West Bengal,Howrah,IA020,Public Toilet Complex,2.83,unit,21.93366,72.84026,2024-02-22,1294883.23,2024-04-05,1250332.82,120,Completed,2024-08-07,Public Toilet Complex at Howrah constituency site 31
W00130,MP037,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),3.33,batch,27.32842,81.95789,2024-01-03,2079880.12,2024-02-10,1989180.75,90,In Progress,,Street Lighting (per 50 units) at Muzaffarpur constituency site 32
W00131,MP028,Tamil Nadu,Madurai,IA031,Community Hall,1.0,unit,26.44542,77.63386,2023-11-14,3731085.05,2024-01-01,3717724.09,240,Completed,2024-10-23,Community Hall at Madurai constituency site 33
W00132,MP008,West Bengal,Howrah,IA012,School Building Renovation,1.86,unit,21.97181,72.8279,2025-06-17,2185439.31,2025-07-31,2210220.29,200,Completed,2026-05-05,School Building Renovation at Howrah constituency site 34
W00133,MP006,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1.56,km,27.35133,82.19542,2023-07-17,1811384.18,2023-08-04,1885186.55,180,Completed,2024-01-21,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 35
W00134,MP015,West Bengal,Malda,IA051,Health Sub-Centre Upgrade,1.0,unit,17.23171,83.0328,2024-01-26,1615090.95,2024-02-06,6260359.22,210,Completed,2024-09-20,Health Sub-Centre Upgrade at Malda constituency site 36
W00135,MP021,West Bengal,Howrah,IA013,Community Hall,1.0,unit,21.9191,72.56606,2024-06-04,3993712.76,2024-07-29,4129345.51,240,Completed,2025-05-29,Community Hall at Howrah constituency site 37
W00136,MP009,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.39687,82.2196,2025-07-11,1654349.17,2025-07-28,1566740.45,210,Completed,2026-02-12,Health Sub-Centre Upgrade at Muzaffarpur constituency site 38
W00137,MP038,Tamil Nadu,Coimbatore,IA015,Community Hall,1.0,unit,29.56208,86.31469,2025-06-29,3772325.48,2025-08-27,3778375.3,240,Completed,2026-04-13,Community Hall at Coimbatore constituency site 39
W00138,MP037,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2.29,km,27.50307,82.24479,2024-01-03,3057640.43,2024-02-08,2913884.51,180,In Progress,,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 40
W00139,MP013,Uttar Pradesh,Gorakhpur,IA052,Drainage / Sewage Line (per km),2.02,km,16.52536,87.54522,2023-06-17,3438266.91,2023-08-15,3366454.03,180,Completed,2024-01-10,Drainage / Sewage Line (per km) at Gorakhpur constituency site 41
W00140,MP006,Bihar,Gaya,IA025,Drainage / Sewage Line (per km),1.11,km,23.41768,72.87844,2023-11-14,1511590.83,2023-12-10,1556418.5,180,Completed,2024-03-31,Drainage / Sewage Line (per km) at Gaya constituency site 42
W00141,MP010,Bihar,Gaya,IA049,Health Sub-Centre Upgrade,1.0,unit,23.28773,73.15464,2024-09-24,1722921.02,2024-11-13,1735736.84,210,Completed,2025-05-13,Health Sub-Centre Upgrade at Gaya constituency site 43
W00142,MP015,West Bengal,Howrah,IA022,Community Hall,1.0,unit,21.92451,72.62012,2025-06-25,2975394.81,2025-08-01,2933819.49,240,In Progress,,Community Hall at Howrah constituency site 44
W00143,MP002,West Bengal,Howrah,IA009,Street Lighting (per 50 units),3.23,batch,21.91126,72.81732,2023-07-22,1993076.28,2023-08-24,1965964.17,90,Completed,2023-11-08,Street Lighting (per 50 units) at Howrah constituency site 45
W00144,MP015,West Bengal,Malda,IA051,Community Hall,1.0,unit,17.21504,82.84233,2023-09-02,3553170.62,2023-10-15,3496842.97,240,Completed,2024-08-12,Community Hall at Malda constituency site 46
W00145,MP008,West Bengal,Howrah,IA037,Road Construction (per km),1.1,km,22.04007,72.81555,2023-06-21,1756530.02,2023-08-06,1760391.33,270,Completed,2024-04-29,Road Construction (per km) at Howrah constituency site 47
W00146,MP016,West Bengal,Howrah,IA056,Street Lighting (per 50 units),2.04,batch,21.89686,72.62481,2023-06-14,1023019.06,2023-07-02,2577240.52,90,Completed,2023-10-11,Street Lighting (per 50 units) at Howrah constituency site 48
W00147,MP005,Tamil Nadu,Salem,IA006,Street Lighting (per 50 units),1.23,batch,26.73247,75.23714,2025-10-24,765791.81,2025-11-13,786304.06,90,Completed,2026-01-27,Street Lighting (per 50 units) at Salem constituency site 49
W00148,MP036,Maharashtra,Nashik,IA027,Drinking Water Facility,2.24,unit,16.97413,79.26098,2023-09-17,2564588.49,2023-10-28,2570006.37,150,Completed,2024-02-15,Drinking Water Facility at Nashik constituency site 50
W00149,MP037,Bihar,Muzaffarpur,IA032,School Building Renovation,1.22,unit,27.49263,82.09837,2023-07-04,1302769.06,2023-08-24,1285127.57,200,Completed,2024-06-04,School Building Renovation at Muzaffarpur constituency site 51
W00150,MP020,Tamil Nadu,Salem,IA006,School Building Renovation,1.53,unit,26.67028,75.24071,2026-03-29,1588926.31,2026-05-14,1627498.84,200,In Progress,,School Building Renovation at Salem constituency site 52
W00151,MP005,Tamil Nadu,Salem,IA006,Drainage / Sewage Line (per km),1.52,km,26.52597,75.09378,2026-02-17,2205004.4,2026-03-20,2095305.28,180,Completed,2026-09-02,Drainage / Sewage Line (per km) at Salem constituency site 53
W00152,MP027,Uttar Pradesh,Sitapur,IA017,Road Construction (per km),1.19,km,26.58298,79.09999,2026-02-22,1997165.3,2026-03-12,1994786.3,270,In Progress,,Road Construction (per km) at Sitapur constituency site 54
W00153,MP040,Bihar,Gaya,IA025,Community Hall,1.0,unit,23.24393,72.94996,2025-07-06,2679817.48,2025-08-25,2701829.81,240,In Progress,,Community Hall at Gaya constituency site 55
W00154,MP024,Maharashtra,Nagpur,IA016,Drainage / Sewage Line (per km),2.03,km,24.75785,85.10516,2024-06-14,2123193.61,2024-08-09,2201012.61,180,In Progress,,Drainage / Sewage Line (per km) at Nagpur constituency site 56
W00155,MP018,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2.46,km,27.43273,82.10825,2023-05-12,3467726.43,2023-06-07,3510859.71,180,Completed,2023-12-13,Drainage / Sewage Line (per km) at Muzaffarpur constituency site 57
W00156,MP019,Maharashtra,Nashik,IA048,Street Lighting (per 50 units),1.99,batch,16.84006,79.284,2024-07-14,1195574.0,2024-08-02,1141867.39,90,Completed,2024-10-05,Street Lighting (per 50 units) at Nashik constituency site 58
W00157,MP032,Tamil Nadu,Coimbatore,IA015,Road Construction (per km),3.45,km,29.58502,86.14642,2023-10-11,5986933.39,2023-11-24,6072270.19,270,Completed,2024-10-29,Road Construction (per km) at Coimbatore constituency site 59
W00158,MP040,Bihar,Gaya,IA011,Health Sub-Centre Upgrade,1.0,unit,23.22238,73.14227,2024-08-07,1871202.51,2024-09-26,1887475.54,210,Completed,2025-04-04,Health Sub-Centre Upgrade at Gaya constituency site 60
W00159,MP001,West Bengal,Malda,IA051,Public Toilet Complex,2.45,unit,17.25438,82.92197,2025-03-23,944485.45,2025-05-19,892678.66,120,Completed,2025-10-28,Public Toilet Complex at Malda constituency site 61
W00160,MP011,Bihar,Muzaffarpur,IA032,Road Construction (per km),3.7,km,27.44762,82.18959,2024-03-22,6741076.79,2024-04-22,6795019.46,270,Completed,2024-10-03,Road Construction (per km) at Muzaffarpur constituency site 62
W00161,MP025,Bihar,Patna,IA023,Road Construction (per km),3.22,km,21.63767,75.60998,2023-10-13,4296442.85,2023-10-25,4221479.3,270,Completed,2024-06-20,Road Construction (per km) at Patna constituency site 63
W00162,MP034,Uttar Pradesh,Gorakhpur,IA046,Drainage / Sewage Line (per km),2.81,km,16.49161,87.75106,2024-02-27,3872617.3,2024-04-23,3737744.27,180,In Progress,,Drainage / Sewage Line (per km) at Gorakhpur constituency site 64
W00163,MP024,Maharashtra,Nagpur,IA034,Public Toilet Complex,2.7,unit,24.67955,85.06027,2023-06-25,1388546.57,2023-08-20,1362884.19,120,Completed,2023-11-04,Public Toilet Complex at Nagpur constituency site 65
W00164,MP013,Uttar Pradesh,Gorakhpur,IA008,Street Lighting (per 50 units),2.42,batch,16.3734,87.51244,2024-11-17,1442399.01,2024-12-12,1417166.47,90,Completed,2025-02-01,Street Lighting (per 50 units) at Gorakhpur constituency site 66
W00165,MP003,Bihar,Gaya,IA042,Street Lighting (per 50 units),1.65,batch,23.3544,73.1491,2025-03-20,1180582.42,2025-04-17,1139429.64,90,Completed,2025-07-18,Street Lighting (per 50 units) at Gaya constituency site 67
W00166,MP033,Uttar Pradesh,Gorakhpur,IA039,Community Hall,1.0,unit,16.48883,87.54554,2025-10-26,3184092.44,2025-11-21,3100871.46,240,Completed,2026-04-03,Community Hall at Gorakhpur constituency site 68
W00167,MP010,Bihar,Gaya,IA042,Drinking Water Facility,1.89,unit,23.43433,73.01788,2025-10-09,1455505.57,2025-10-31,1429915.53,150,Completed,2026-03-19,Drinking Water Facility at Gaya constituency site 69
W00168,MP027,Uttar Pradesh,Sitapur,IA010,Street Lighting (per 50 units),1.86,batch,26.46891,79.05642,2023-11-16,1104132.82,2023-12-18,1130517.53,90,Completed,2024-02-15,Street Lighting (per 50 units) at Sitapur constituency site 70
W00169,MP019,Maharashtra,Nashik,IA038,School Building Renovation,1.25,unit,16.88505,79.21533,2023-04-16,1587960.33,2023-05-12,1561261.19,200,Completed,2023-10-19,School Building Renovation at Nashik constituency site 71
W00170,MP018,Bihar,Gaya,IA025,Health Sub-Centre Upgrade,1.0,unit,23.34921,73.10025,2023-07-16,1338833.26,2023-09-03,1360736.17,210,Completed,2024-04-20,Health Sub-Centre Upgrade at Gaya constituency site 72
W00171,MP036,Maharashtra,Nashik,IA038,Drinking Water Facility,2.96,unit,16.81572,79.15709,2026-01-12,2519520.31,2026-02-09,2552325.21,150,Completed,2026-08-20,Drinking Water Facility at Nashik constituency site 73
W00172,MP009,Bihar,Muzaffarpur,IA032,School Building Renovation,1.32,unit,27.30378,81.97212,2023-09-13,1343635.86,2023-11-10,1370191.37,200,Completed,2024-08-15,School Building Renovation at Muzaffarpur constituency site 74
W00173,MP024,Maharashtra,Nagpur,IA035,Health Sub-Centre Upgrade,1.0,unit,24.65936,85.27206,2025-06-08,1691507.77,2025-07-13,1651419.73,210,Completed,2025-11-22,Health Sub-Centre Upgrade at Nagpur constituency site 75
W00174,MP029,Bihar,Muzaffarpur,IA032,School Building Renovation,1.53,unit,27.27382,82.07415,2023-12-05,2124232.89,2023-12-24,2166259.83,200,Completed,2024-08-16,School Building Renovation at Muzaffarpur constituency site 76
W00175,MP010,Bihar,Gaya,IA036,Community Hall,1.0,unit,23.27719,73.12689,2024-06-12,3887508.68,2024-07-09,4111014.57,240,Completed,2025-04-14,Community Hall at Gaya constituency site 77
W00176,MP035,West Bengal,Howrah,IA045,Drinking Water Facility,1.08,unit,21.89003,72.79298,2024-11-27,829150.43,2024-12-13,900227.82,150,Completed,2025-04-23,Drinking Water Facility at Howrah constituency site 78
W00177,MP015,West Bengal,Malda,IA007,School Building Renovation,1.99,unit,17.32427,82.83217,2025-05-21,2881559.46,2025-06-26,2914382.24,200,Completed,2026-03-01,School Building Renovation at Malda constituency site 79
W00178,MP003,Bihar,Patna,IA023,Drainage / Sewage Line (per km),0.41,km,21.51104,75.56961,2025-07-10,477091.75,2025-08-01,473348.08,180,Completed,2025-12-01,Drainage / Sewage Line (per km) at Patna constituency site 80
W00179,MP021,West Bengal,Howrah,IA013,School Building Renovation,1.33,unit,22.14804,72.82946,2025-01-21,1673999.18,2025-02-01,1616061.65,200,Completed,2025-08-15,School Building Renovation at Howrah constituency site 81
W00180,MP031,Uttar Pradesh,Gorakhpur,IA060,Road Construction (per km),3.94,km,16.49276,87.70192,2025-07-26,7627647.99,2025-08-28,7815005.28,270,In Progress,,Road Construction (per km) at Gorakhpur constituency site 82
W00181,MP003,Bihar,Patna,IA023,School Building Renovation,1.09,unit,21.74097,75.66652,2025-07-22,1195958.89,2025-08-07,1185924.43,200,Completed,2026-01-01,School Building Renovation at Patna constituency site 83
W00182,MP001,West Bengal,Malda,IA014,Drainage / Sewage Line (per km),0.41,km,17.29183,83.04262,2024-06-27,636766.08,2024-07-30,646114.77,180,In Progress,,Drainage / Sewage Line (per km) at Malda constituency site 84
W00183,MP032,Tamil Nadu,Coimbatore,IA015,School Building Renovation,1.5,unit,29.51608,86.30964,2024-08-25,1625228.79,2024-09-16,1623862.73,200,Completed,2025-04-25,School Building Renovation at Coimbatore constituency site 85
W00184,MP033,Uttar Pradesh,Meerut,IA047,Street Lighting (per 50 units),3.35,batch,27.88694,83.05889,2026-02-25,2088170.32,2026-04-04,2066149.01,90,Completed,2026-07-10,Street Lighting (per 50 units) at Meerut constituency site 86
W00185,MP027,Uttar Pradesh,Meerut,IA005,Drainage / Sewage Line (per km),1.82,km,27.97377,83.02816,2023-08-05,2328011.32,2023-08-28,2262174.24,180,Completed,2024-02-29,Drainage / Sewage Line (per km) at Meerut constituency site 87
W00186,MP040,Bihar,Gaya,IA011,Street Lighting (per 50 units),3.81,batch,23.38422,73.0039,2024-01-09,2347529.24,2024-01-28,2370948.12,90,Completed,2024-04-15,Street Lighting (per 50 units) at Gaya constituency site 88
W00187,MP014,Maharashtra,Nagpur,IA035,School Building Renovation,1.87,unit,24.78689,85.29845,2025-07-23,2414567.75,2025-09-17,2504912.05,200,Completed,2026-03-05,School Building Renovation at Nagpur constituency site 89
W00188,MP036,Maharashtra,Nashik,IA027,Street Lighting (per 50 units),1.57,batch,16.79185,79.06783,2024-06-29,979873.19,2024-08-20,994013.6,90,Completed,2024-11-09,Street Lighting (per 50 units) at Nashik constituency site 90
W00189,MP009,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),3.85,batch,27.36055,82.0671,2024-06-14,1827532.57,2024-08-06,1820854.48,90,Completed,2024-11-16,Street Lighting (per 50 units) at Muzaffarpur constituency site 91
W00190,MP012,Uttar Pradesh,Varanasi,IA057,Road Construction (per km),1.65,km,26.45519,84.54345,2023-10-24,3031659.74,2023-11-12,3015260.86,270,Completed,2024-06-14,Road Construction (per km) at Varanasi constituency site 92
W00191,MP012,Uttar Pradesh,Varanasi,IA057,Public Toilet Complex,2.18,unit,26.5052,84.44462,2024-02-22,1108238.39,2024-03-29,1093072.5,120,Completed,2024-07-13,Public Toilet Complex at Varanasi constituency site 93
W00192,MP038,Tamil Nadu,Coimbatore,IA015,Drainage / Sewage Line (per km),0.55,km,29.62753,86.40071,2023-05-04,689943.15,2023-05-20,690176.58,180,Completed,2023-11-20,Drainage / Sewage Line (per km) at Coimbatore constituency site 94
W00193,MP011,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1.0,unit,27.5226,82.15112,2025-10-09,1644985.29,2025-10-23,1673572.59,210,Completed,2026-06-15,Health Sub-Centre Upgrade at Muzaffarpur constituency site 95
W00194,MP024,Maharashtra,Nagpur,IA035,Street Lighting (per 50 units),1.61,batch,24.56794,85.10189,2025-05-10,844986.0,2025-06-13,842699.66,90,Completed,2025-10-08,Street Lighting (per 50 units) at Nagpur constituency site 96
W00195,MP036,Maharashtra,Nashik,IA048,Health Sub-Centre Upgrade,1.0,unit,16.99055,79.34086,2023-06-19,1480860.42,2023-08-04,1447779.93,210,Completed,2024-02-25,Health Sub-Centre Upgrade at Nashik constituency site 0
W00196,MP018,Bihar,Gaya,IA036,Public Toilet Complex,1.65,unit,23.43824,73.1696,2024-07-21,772080.8,2024-08-28,797202.45,120,Completed,2024-12-02,Public Toilet Complex at Gaya constituency site 1
W00197,MP035,West Bengal,Malda,IA030,Community Hall,1.0,unit,17.17408,82.79889,2023-07-20,3755549.73,2023-09-06,3547529.42,240,Completed,2024-06-09,Community Hall at Malda constituency site 2
W00198,MP038,Tamil Nadu,Coimbatore,IA024,School Building Renovation,1.21,unit,29.58463,86.25292,2026-03-15,1780649.6,2026-03-31,1674657.68,200,In Progress,,School Building Renovation at Coimbatore constituency site 3
W00199,MP005,Tamil Nadu,Salem,IA059,Community Hall,1.0,unit,26.5769,74.98494,2025-09-28,3792945.09,2025-10-26,3903434.3,240,Completed,2026-09-03,Community Hall at Salem constituency site 4
W00200,MP035,West Bengal,Malda,IA002,Road Construction (per km),4.38,km,17.18119,83.03489,2023-06-12,7174438.36,2023-06-25,7108551.39,270,Completed,2023-10-11,Road Construction (per km) at Malda constituency site 5
W00201,MP038,Tamil Nadu,Coimbatore,IA024,School Building Renovation,1.49,unit,29.42602,86.28319,2025-11-29,1790869.91,2026-01-27,1804915.01,200,Completed,2026-08-17,School Building Renovation at Coimbatore constituency site 6
W00202,MP035,West Bengal,Malda,IA028,Public Toilet Complex,1.84,unit,17.26237,82.87044,2024-01-14,1050008.62,2024-02-10,1063221.87,120,Completed,2024-06-09,Public Toilet Complex at Malda constituency site 7
W00203,MP003,Bihar,Patna,IA023,Community Hall,1.0,unit,21.54638,75.48839,2025-01-19,3919863.09,2025-03-18,3737294.59,240,Completed,2025-10-14,Community Hall at Patna constituency site 8
W00204,MP005,Tamil Nadu,Madurai,IA044,Road Construction (per km),3.87,km,26.22458,77.70096,2025-10-17,7671463.73,2025-11-25,7627719.89,270,Completed,2026-06-17,Road Construction (per km) at Madurai constituency site 9
W00205,MP026,Maharashtra,Nagpur,IA035,Health Sub-Centre Upgrade,1.0,unit,24.77576,85.25593,2023-08-14,1725095.8,2023-09-04,1723168.04,210,Completed,2023-12-08,Health Sub-Centre Upgrade at Nagpur constituency site 10
W00206,MP018,Bihar,Gaya,IA011,Drinking Water Facility,2.86,unit,23.31493,72.90329,2025-12-20,3058941.13,2026-02-16,3026614.39,150,Completed,2026-08-26,Drinking Water Facility at Gaya constituency site 11
W00207,MP018,Bihar,Gaya,IA042,Public Toilet Complex,1.25,unit,23.43888,73.08881,2026-01-14,546405.55,2026-03-02,572516.83,120,Completed,2026-07-15,Public Toilet Complex at Gaya constituency site 12
W00208,MP027,Uttar Pradesh,Sitapur,IA010,Street Lighting (per 50 units),3.48,batch,26.63556,79.0714,2025-11-18,2286027.74,2025-12-27,2250570.47,90,Completed,2026-04-21,Street Lighting (per 50 units) at Sitapur constituency site 13
W00209,MP011,Bihar,Gaya,IA011,Community Hall,1.0,unit,23.29008,73.04599,2024-04-04,3629695.7,2024-05-08,3503399.79,240,Completed,2025-02-07,Community Hall at Gaya constituency site 14
W00210,MP003,Bihar,Patna,IA023,Community Hall,1.0,unit,21.65942,75.7477,2025-03-03,3136305.25,2025-04-20,3163660.09,240,Completed,2025-11-13,Community Hall at Patna constituency site 15
W00211,MP007,Maharashtra,Nagpur,IA034,Community Hall,1.0,unit,24.60958,85.14808,2023-11-29,3966187.25,2023-12-27,3877545.0,240,Completed,2024-04-05,Community Hall at Nagpur constituency site 16
